plan_type,billing_cycle,industry,region,monthly_fee,num_seats,tenure_months,support_tickets_last_90d,days_since_last_login,feature_adoption_score,nps_score,late_payments_last_12m,churn
starter,monthly,fintech,north_america,189.23,33,42,4,2,0.7751438374842844,19.84438530708967,1,0
growth,monthly,healthcare,latam,1382.51,381,43,2,28,0.5411889490982823,-1.8500141927247533,1,0
starter,monthly,edtech,north_america,940.99,332,83,3,0,0.36148590719385465,36.121024155875446,0,1
enterprise,annual,logistics,latam,1722.61,161,83,0,20,0.3441891135008459,-3.8604753971267503,0,0
starter,annual,healthcare,latam,1002.14,286,64,2,13,0.4819401253708635,27.805373353040533,3,0
growth,annual,fintech,europe,1446.19,354,14,1,19,0.35178046532644375,-0.05477845810964688,1,1
enterprise,monthly,edtech,north_america,1903.89,217,22,3,39,0.7583558283928268,4.393120388990908,2,1
enterprise,annual,edtech,north_america,2024.58,300,23,3,42,0.765411262465336,9.641704035048653,1,1
growth,monthly,retail,north_america,479.19,24,20,3,30,0.6212698945314354,45.508008489592854,0,1
growth,monthly,retail,north_america,1922.42,416,81,2,16,0.5726393052474085,25.730515249966125,1,1
growth,monthly,logistics,europe,1741.03,415,14,5,27,0.7534873753348783,25.053835153180803,2,1
growth,monthly,healthcare,north_america,585.03,96,71,7,6,0.7460323481378635,41.49840599038604,0,0
starter,monthly,retail,north_america,643.76,216,67,5,44,0.4423976665229699,12.158121757407255,0,1
growth,annual,retail,europe,843.56,109,44,2,39,0.4672676022531605,-19.17786063075637,3,0
growth,monthly,retail,north_america,921.24,181,26,2,15,0.7471779574217482,1.6258688049520682,1,0
enterprise,monthly,logistics,north_america,1553.12,126,23,5,1,0.6686999466723841,21.1378340898656,3,0
growth,annual,retail,latam,1219.74,388,57,5,38,0.7294823401097862,26.825151434311422,2,0
starter,annual,retail,north_america,1813.23,313,56,3,1,0.45909370746748795,41.40996123484379,0,0
growth,monthly,fintech,europe,1469.1,380,45,4,4,0.48470117441621186,24.514261349964993,0,0
starter,monthly,edtech,latam,909.63,357,48,4,0,0.7034999914743324,52.40614174526542,2,0
starter,monthly,fintech,north_america,1558.7,328,69,3,7,0.4972473523177905,36.6766539565334,1,0
growth,monthly,fintech,latam,742.64,77,63,3,41,0.3464108107733306,-5.794858007885168,0,1
starter,monthly,retail,europe,1787.43,373,63,3,21,0.4999739344076313,-33.1349640440462,2,1
starter,monthly,retail,north_america,1154.09,353,24,2,7,0.5830750770764234,3.822114169257036,0,1
starter,annual,logistics,latam,355.98,58,6,2,43,0.9262428198988362,31.30810859659107,1,1
starter,monthly,edtech,north_america,215.6,42,39,4,18,0.4690796573139572,36.90509919591988,3,1
starter,monthly,logistics,latam,1282.53,343,29,4,31,0.6088965033589494,25.46933310130232,0,1
starter,monthly,healthcare,latam,436.98,177,28,4,24,0.9877270082928887,30.88558814453373,0,0
growth,annual,retail,north_america,742.66,149,44,2,5,0.4231866610178905,59.69331185832509,2,0
starter,monthly,logistics,latam,734.91,180,77,1,31,0.7388881289741798,28.33642557828515,1,0
enterprise,monthly,retail,north_america,1899.56,390,67,3,42,0.49202426258766513,36.39685071060025,1,0
enterprise,monthly,edtech,latam,1931.9,165,57,1,43,0.6923047669716362,66.31608880785627,1,1
growth,annual,retail,latam,878.46,168,60,5,34,1.0,-15.472054594357475,2,0
starter,annual,healthcare,north_america,754.3,181,35,5,30,0.76247899971602,69.03246799690271,2,1
growth,monthly,retail,north_america,439.13,27,46,6,33,0.6473345920635941,-33.41916096515463,2,1
growth,monthly,healthcare,europe,431.52,19,36,2,43,0.4487978113699156,8.175334303275584,5,1
growth,monthly,fintech,north_america,1109.38,188,68,1,24,0.5884242551508653,14.580637410485926,1,0
growth,monthly,healthcare,north_america,392.2,10,83,3,40,0.5182356238070133,-11.19876237815327,0,0
growth,annual,healthcare,north_america,1177.33,341,37,3,17,0.35890015339862197,24.043329169772633,1,0
growth,monthly,retail,latam,1119.18,192,60,2,14,0.23679444540398356,26.771747801933053,1,0
starter,monthly,logistics,north_america,908.98,226,5,5,4,0.47051608368459746,45.760884177826675,2,1
growth,annual,retail,europe,624.01,153,34,0,20,0.6143215817555124,44.98779177006304,0,0
starter,annual,logistics,latam,691.41,344,73,1,27,0.8214773043134919,32.165290633755696,1,0
growth,monthly,retail,north_america,1090.84,194,57,0,18,0.4871259454733871,54.842001185669446,0,1
enterprise,monthly,fintech,latam,1269.05,18,44,3,5,0.6544906443971049,43.47810824651891,0,0
starter,monthly,healthcare,north_america,1113.55,221,18,4,19,0.3137852929421833,20.201663197042187,1,1
growth,annual,logistics,north_america,722.9,82,68,1,26,0.4759276104841415,30.857819629907688,0,0
starter,annual,retail,latam,989.49,268,81,4,5,0.1794806898185582,12.742968126227314,0,0
growth,annual,logistics,north_america,1165.75,254,33,3,24,1.0,-1.4116475694367665,1,0
starter,annual,healthcare,europe,755.64,215,68,2,17,0.6556385938032153,38.269937370189766,0,0
enterprise,monthly,edtech,latam,2122.32,175,49,1,26,0.6499540576285636,-7.973285752843275,0,0
starter,monthly,edtech,north_america,1244.24,269,33,7,0,0.7163395431209691,23.50123592561084,0,0
enterprise,monthly,logistics,europe,2088.99,307,28,6,37,1.0,-27.152258806363456,3,0
growth,annual,fintech,latam,2052.71,395,42,4,17,0.5416506538397567,29.703496882016545,1,1
growth,monthly,logistics,north_america,1933.91,433,34,1,18,0.4434606091738544,10.552541671149477,5,1
growth,monthly,retail,latam,501.13,40,52,1,4,0.9800326657771319,41.63677409044192,1,0
growth,monthly,logistics,europe,1881.31,297,13,2,19,0.3984405175636989,22.660684489308913,0,1
enterprise,annual,retail,north_america,1357.03,40,40,4,17,0.8536628839676965,24.937959853094693,2,0
starter,annual,retail,north_america,1067.63,189,62,3,2,0.6067124769671703,29.25252183006287,2,0
growth,annual,retail,latam,1558.16,334,71,3,26,0.6980024971936646,13.325071185314723,1,0
starter,monthly,logistics,north_america,1217.35,245,24,0,12,0.36139165220785296,14.402682503745996,1,0
growth,annual,healthcare,north_america,1663.84,364,50,2,16,1.0,14.41315893145585,1,0
starter,annual,retail,latam,1645.21,411,26,5,3,0.5511984968576717,24.995943547058797,2,0
growth,annual,retail,europe,1759.72,438,66,4,28,0.4937564473392957,14.633131577690747,1,0
growth,annual,edtech,latam,1600.38,303,30,11,6,0.7187067542833904,38.81103412044895,3,1
growth,annual,retail,north_america,887.32,304,56,7,26,0.5039064662285206,-14.473935108310473,1,1
growth,annual,edtech,north_america,1881.41,362,36,6,19,0.696402772410252,-7.97950741882263,2,0
growth,monthly,retail,north_america,732.92,107,23,4,33,0.39302330602604346,73.32594889394065,1,0
growth,monthly,edtech,north_america,951.74,137,48,4,18,0.6462095008223231,17.58056432783531,2,0
growth,monthly,edtech,latam,588.04,155,52,3,29,0.5114302084921438,3.6472059094401015,0,0
growth,annual,edtech,north_america,1241.98,335,57,4,42,0.4790030233921763,27.388099662645867,0,0
enterprise,annual,logistics,europe,1799.13,159,66,6,11,0.45056147453633527,46.410353918723985,3,1
starter,monthly,retail,latam,317.13,65,57,0,5,0.779455495526657,43.38448971232403,2,0
starter,monthly,healthcare,latam,794.44,359,71,2,27,0.5569284368867619,10.04322844725828,1,0
starter,annual,edtech,europe,678.68,338,36,3,6,0.5869005977422256,15.695883158730737,1,0
growth,annual,fintech,latam,1183.77,268,43,4,9,0.6968718592529419,19.990362945166122,0,0
starter,annual,healthcare,europe,1355.54,397,40,4,33,0.8252283201995744,35.47312897689641,1,0
growth,monthly,edtech,europe,1423.92,356,48,3,30,0.45381433895077494,29.091486819125073,4,1
growth,annual,retail,latam,2478.02,405,12,4,1,0.6597156590631581,5.991727528501004,1,0
starter,annual,retail,north_america,375.43,119,71,5,26,0.4562623215606259,15.771580934893546,1,0
enterprise,monthly,logistics,north_america,1439.93,55,44,3,29,0.5824674442893674,21.63276872698466,2,1
growth,monthly,healthcare,europe,694.15,155,46,5,14,0.8117156458459039,63.56906924432291,0,0
starter,annual,fintech,north_america,725.29,373,73,5,33,0.19771039605066396,23.74334641415121,1,0
starter,monthly,fintech,europe,1756.89,416,39,0,32,0.4538817888160676,100.0,1,0
starter,monthly,healthcare,north_america,352.41,52,39,3,28,0.5783613764102283,21.538794279825808,0,1
starter,annual,edtech,latam,1184.97,385,47,0,11,0.6885122160969827,-12.395504820028163,4,0
starter,annual,edtech,north_america,892.23,216,78,5,12,0.839555424246115,36.42921707745126,1,0
enterprise,monthly,retail,europe,2679.83,368,22,6,24,0.3144894483509111,53.132773201269345,3,0
starter,annual,healthcare,north_america,1384.91,308,13,7,4,0.8747863489865889,39.402226722787326,2,0
starter,monthly,retail,north_america,212.51,29,9,3,18,0.7137423991277094,32.720387866891016,2,1
growth,annual,fintech,europe,1463.16,219,62,5,44,0.5766869372098271,18.887454356942598,3,1
growth,monthly,edtech,north_america,442.74,42,1,2,28,0.35557363830499217,21.158898882862477,0,1
enterprise,annual,retail,north_america,1887.75,154,59,2,38,0.5169614436464032,-27.85867702234706,1,1
growth,annual,fintech,europe,2152.07,341,74,4,14,0.804534726177171,48.617258329925576,0,0
growth,monthly,edtech,europe,1241.69,308,57,2,32,0.6247563345849336,18.900309561007216,2,0
starter,monthly,edtech,north_america,1561.35,317,15,6,33,0.5874547592032706,55.513084652127866,1,0
enterprise,annual,healthcare,latam,2378.85,298,56,2,8,0.44513346723247527,15.217363184367002,2,0
growth,monthly,edtech,north_america,372.44,9,37,4,9,0.7522347033677792,26.716345532774753,0,0
enterprise,monthly,retail,north_america,2020.34,263,2,3,19,0.5930522531464968,57.980573924236225,3,0
starter,monthly,fintech,latam,1195.33,219,17,6,28,0.577408010182952,60.06164945523767,2,1
enterprise,annual,healthcare,north_america,2018.21,239,62,2,31,0.6028577760728319,48.18936190318685,0,1
growth,monthly,edtech,latam,610.93,98,47,1,43,0.5038551596726487,-16.907369302907483,1,1
starter,monthly,logistics,north_america,1843.54,318,42,3,4,0.4732462323328903,-2.6489033910093944,0,0
growth,annual,retail,europe,1090.79,274,65,1,28,0.3464853459783538,44.82704963489682,1,0
growth,monthly,retail,latam,654.36,183,44,3,43,0.508495264991893,11.237817522105612,0,0
starter,monthly,edtech,north_america,163.32,28,81,5,7,0.29597110908256624,29.770044979600886,0,1
growth,monthly,retail,europe,526.07,33,5,0,42,0.7074262173721096,32.9782715955022,1,1
growth,monthly,fintech,europe,796.23,163,24,3,37,0.49982593772880113,34.14817061685703,3,1
starter,monthly,retail,north_america,1300.33,243,16,3,6,0.5493857432618761,2.6623035169549727,5,1
growth,annual,logistics,europe,2583.57,448,35,5,9,0.6133157626864545,52.54856314871283,0,0
starter,monthly,edtech,north_america,616.17,326,76,5,8,0.47560551002049917,15.413166069139072,1,0
starter,annual,logistics,north_america,1070.8,219,34,0,4,0.4084993076007509,42.15669552117759,1,1
enterprise,monthly,fintech,north_america,1699.61,136,27,4,16,0.6599287402490951,23.027760769627406,1,0
growth,monthly,retail,north_america,660.91,78,8,2,19,0.9600218095022236,74.1005119218959,1,0
starter,monthly,retail,latam,310.15,65,33,2,20,0.7838246312492986,62.76405536148898,3,0
enterprise,monthly,healthcare,latam,1270.06,35,19,8,37,0.8503766241762567,79.15849475469894,0,1
enterprise,annual,healthcare,europe,2042.26,410,16,1,19,0.3862813849177876,67.66705903956603,0,0
starter,monthly,edtech,north_america,115.04,10,12,1,8,0.5855366625906947,24.776900558482364,0,1
growth,monthly,edtech,north_america,1339.31,389,53,2,30,0.5843592980716278,15.185316954138575,1,1
starter,monthly,edtech,north_america,1182.91,263,59,4,28,0.877116413823652,0.7497876178740057,0,1
enterprise,annual,healthcare,north_america,1932.46,279,62,5,21,0.7850287780478035,34.389456677480595,3,0
growth,monthly,retail,europe,1649.94,431,5,3,28,0.5904553549344438,28.584302692162595,2,0
growth,annual,fintech,latam,1713.5,354,77,3,8,0.20809474209008108,26.96763524498611,1,1
starter,monthly,fintech,europe,373.74,68,43,3,35,0.41141468404492515,8.102060607045015,0,0
enterprise,monthly,retail,latam,3355.23,436,47,6,11,0.7339306105596923,36.66375698625379,1,0
starter,annual,healthcare,north_america,337.27,81,73,3,2,0.5622669435308195,18.834992731411145,2,1
starter,monthly,logistics,north_america,1233.89,257,23,2,18,0.600162150843245,16.41925957818751,1,1
starter,monthly,retail,north_america,931.56,289,42,5,10,0.7304537591660291,31.933310585517592,3,0
growth,annual,fintech,europe,835.32,112,6,1,23,0.8237253906390839,26.131115450520394,2,1
starter,monthly,fintech,north_america,1583.27,284,41,4,20,0.479811383965057,-6.228321085834921,3,0
enterprise,monthly,edtech,north_america,2019.08,288,23,3,41,0.7264977639838828,9.094907065105689,0,1
growth,monthly,fintech,latam,1884.15,441,16,4,18,0.910061091324836,40.7826287856645,0,0
starter,monthly,healthcare,north_america,1124.05,411,52,5,4,0.8770352450352976,26.85446703513624,0,0
starter,annual,retail,latam,748.88,181,11,3,23,0.5244528138065674,-18.621095049125692,1,0
starter,monthly,healthcare,north_america,1209.32,311,81,2,36,0.6730777092881564,44.77122852311501,0,0
growth,annual,retail,latam,2101.15,369,20,6,11,0.755135266154907,26.813450858431732,0,0
growth,annual,retail,north_america,413.76,14,7,4,13,0.6236270722712721,2.5183690996812835,0,0
starter,annual,fintech,europe,1074.63,309,38,1,8,0.5751452506497059,11.945882913788118,1,0
growth,annual,edtech,latam,1250.09,412,33,3,32,0.3085173662794576,31.965394293952546,1,0
starter,annual,retail,north_america,239.73,56,55,2,7,0.4642862197096601,-25.007032942890806,0,0
growth,monthly,retail,europe,1538.26,339,56,4,11,0.49484100336850384,38.092520700582355,1,0
enterprise,monthly,fintech,europe,1356.01,29,50,4,3,0.3929522425956377,51.68171019535576,2,1
growth,monthly,edtech,latam,1116.29,182,48,4,17,0.6397097283481538,49.373671818338664,5,0
growth,annual,healthcare,europe,1297.49,369,65,2,39,0.7759804378188319,55.70191003918829,0,0
growth,monthly,retail,europe,2777.54,444,55,3,19,0.5445394525032833,9.28150579273899,2,0
starter,annual,healthcare,north_america,1687.27,328,12,2,5,0.22333338138679054,52.81533234663654,0,0
starter,monthly,logistics,north_america,1162.16,325,39,4,33,0.5986928719973309,34.53548873605251,0,1
starter,annual,healthcare,north_america,598.89,118,58,4,15,0.669317583543097,7.952754434241595,2,0
growth,monthly,logistics,latam,1076.42,371,23,5,7,0.6571461050014896,39.203143320765435,0,0
growth,annual,logistics,europe,1962.3,297,72,4,0,0.49019403683052476,38.47393856739833,2,0
growth,monthly,retail,latam,1258.3,424,41,2,15,0.4031010369779758,64.97225745492764,1,0
enterprise,monthly,healthcare,north_america,2535.65,272,27,3,7,0.7795519476030933,56.732169034128454,1,0
starter,annual,retail,europe,167.13,20,32,1,23,0.6833111274037871,11.426173858940764,1,0
growth,annual,logistics,latam,1387.05,231,52,3,19,0.49737813009595055,36.17612772863406,2,0
starter,annual,retail,north_america,1082.07,349,59,2,29,0.3497868526036582,35.919021431138106,1,1
starter,annual,retail,europe,1354.07,355,22,1,12,0.6600692156367141,34.03131846697684,3,0
growth,monthly,fintech,north_america,1028.67,175,15,4,3,0.4584418233518569,20.683768862595233,0,0
enterprise,annual,logistics,latam,1448.95,79,8,3,5,0.6888845930984614,70.11238469118322,0,0
growth,monthly,fintech,latam,1664.0,391,42,3,4,0.6484105589651477,13.045254517882388,4,0
starter,monthly,fintech,europe,2098.12,370,77,0,12,0.9938435007180713,67.99326778626528,1,0
growth,monthly,healthcare,north_america,1658.03,395,80,2,32,0.6059775914644157,-6.195346922832217,1,1
starter,monthly,retail,north_america,745.96,302,47,3,24,0.9801366025814999,18.845934218717503,2,0
enterprise,monthly,logistics,latam,2485.33,373,45,2,16,0.634744306656548,46.34971758121483,1,0
growth,annual,edtech,europe,1286.1,183,42,0,10,0.49995318976843767,2.732041023956441,1,0
starter,monthly,healthcare,north_america,980.22,351,20,3,7,0.4300132473065146,10.360005535067387,0,1
starter,annual,retail,north_america,700.4,221,35,2,6,0.4621347255376551,40.83904726891077,1,0
starter,monthly,edtech,europe,1021.8,358,78,4,11,0.6972343843301466,-13.48118677213255,2,0
enterprise,monthly,retail,europe,1403.17,68,52,4,22,0.6432487426972237,54.514814896228316,3,1
growth,annual,fintech,north_america,806.62,135,21,1,26,0.28904485758446674,63.48548325316311,0,1
growth,monthly,retail,north_america,627.19,98,8,0,42,0.8036294854165077,64.51548570032122,1,0
growth,monthly,edtech,latam,762.24,184,63,1,42,0.8858431788218044,35.812730013164405,0,0
growth,annual,logistics,latam,1398.19,367,75,3,11,0.2872179418825439,17.732923433371386,1,0
starter,monthly,edtech,latam,269.66,54,10,4,32,0.8021644305907794,19.301643864250778,1,1
enterprise,monthly,fintech,europe,2337.7,329,32,3,5,0.9229567093163945,34.896525131979324,0,0
starter,annual,edtech,north_america,1640.46,374,71,2,35,0.2967087622469239,31.110034103289635,0,0
growth,monthly,healthcare,europe,1694.65,302,22,2,41,0.5358929494542406,18.874702693963872,1,1
growth,annual,logistics,north_america,1746.88,291,15,2,27,0.46708171517581326,66.014905056951,0,0
growth,annual,retail,europe,509.25,64,33,8,24,0.7953013936122623,22.0915947835025,1,1
enterprise,monthly,healthcare,north_america,2293.23,276,33,3,16,0.5453560793330615,62.4947919848698,1,0
starter,monthly,retail,north_america,331.5,104,40,5,39,0.5381787713443842,30.398185023521453,1,1
growth,monthly,healthcare,north_america,794.76,112,81,2,43,0.6958278967881952,28.90955315387696,1,1
starter,annual,healthcare,north_america,2107.35,388,81,1,31,0.9007314665845875,40.43306613242383,0,0
growth,monthly,retail,north_america,1729.76,277,49,4,3,0.6089038584672518,40.12146266664181,2,0
starter,annual,edtech,latam,1856.77,447,7,4,39,0.5352679008072833,24.530595169981147,3,1
starter,monthly,logistics,europe,635.92,206,22,5,36,0.5688164787669565,41.55242680301824,2,1
starter,annual,retail,latam,432.03,162,16,4,16,0.738466006643758,44.50132575679342,1,0
starter,monthly,fintech,latam,1566.8,447,1,1,11,0.38035109334148265,67.67764826083354,2,1
starter,monthly,retail,north_america,968.57,281,32,4,34,0.6170411104877831,29.711682203877,2,1
